STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,TIME_PERIOD,Time,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2002,2002,145,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2003,2003,142,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2004,2004,139,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2005,2005,136,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2006,2006,132,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2007,2007,128,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2008,2008,124,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2009,2009,120,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2010,2010,118,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2011,2011,117,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2012,2012,116,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2013,2013,115,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2014,2014,114,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2015,2015,112,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2016,2016,110,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2017,2017,109,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2018,2018,107,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2019,2019,105,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2020,2020,103,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2021,2021,102,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2022,2022,100,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2023,2023,98,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2024,2024,97,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2025,2025,95,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2026,2026,94,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2027,2027,93,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2028,2028,92,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2029,2029,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2030,2030,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2031,2031,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2032,2032,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2033,2033,90,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2034,2034,90,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2035,2035,90,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2036,2036,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2037,2037,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2038,2038,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2039,2039,91,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2040,2040,92,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2041,2041,92,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2042,2042,92,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2043,2043,92,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2044,2044,92,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2045,2045,93,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2046,2046,93,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2047,2047,93,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2048,2048,93,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2049,2049,93,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,MP,Northern Mariana Islands,2050,2050,93,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1950,1950,3,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1951,1951,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1952,1952,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1953,1953,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1954,1954,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1955,1955,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1956,1956,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1957,1957,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1958,1958,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1959,1959,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1960,1960,4,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1961,1961,5,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1962,1962,5,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1963,1963,5,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1964,1964,5,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1965,1965,5,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1966,1966,5,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1967,1967,5,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1968,1968,6,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1969,1969,6,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1970,1970,6,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1971,1971,6,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
DATAFLOW,SPC:DF_POP_DENSITY(1.0),Population densities,I,A,Annual,,,NC,New Caledonia,1972,1972,7,,POP_KM2,persons per square kilometre,,,E,Estimated value,Calculated using populaiton projections from SPC and land areas from FAO.,,,
